S.No,Tracking ID,Kollegeapply ID,Client Name,Account Category,Onboarding Status,Campaign Status,Type of Account,Account Zone,State,City,Sales TL,Sales AM,Ops Zonal Manager,Ops TL,OPS AM,Payment Status,Course,Type of Calling,Deal Type,Performance Parameter,Delivery Method,Min Daily Lead Limit(DLL),Max Daily Lead Limit(DLL)	,CRM,CRM Access Status,Client Name in CRM,Feedback Status,CRM Data Status,Application Form Link,Delivery Remark (Objective),Target Lead,Target Application,Target Admission,On-Boarding Date,Delivery Start Date,Delivery End Date,No. of Days,Ads Approval,Ads Status,Landing Page Used,Ads Redirection Link,Ads Started Date,META Status,API Limit,Maximum DLL (Daily Lead Limit),Regular DLL (Daily Lead Limit),Lead Origin - Ads Leads,Application Form Fee,Application Last Date,KAPP LP - Adwords Desktop,KAPP LP - Adwords Mobile,KAPP LP - Bing,KAPP LP - META,KAPP LP - SMS,KAPP LP - Email,KAPP LP - Whatsapp,Duplicate Lead Code,Application Code,Vendor Code,Admission Code,OTP Page ?,Application Status,Application Remarks,Admission Status,Admission Remarks,Campaign Remarks
38,12000038,7050845,XISS Ranchi,,Onboarded,Active,College/University,East,Jharkhand,Ranchi,Viswajeet Biswal,Abhitosh Das,Dinesh Singh,Anubha Agrawal,Anubha Agrawal,Will be received,MBA,Client,CPA,Application,API,50,500,Extraaedge,Received,XISS,Realtime,UnMask,https://xiss.ac.in/admission/?utm_source=kollegeapply&utm_medium=sms_drip&utm_campaign=2026,u100,15000,440,,10-Oct-2025,13-Oct-2025,,183,Yes - Open,Stopped,Client LP,https://xiss.ac.in/admission/?utm_source=kollegeapply&utm_medium=sms_drip&utm_campaign=2026,,Running,No,10000,500,,2000,07-Feb-2026,ca38,cb38,cc38,cm38,cs38,ce38,cw38,cad38,cap38,cv38,,,Dashboard,Primary Application Fee Paid Applications,,,
39,12000039,7010661,Goa Institute of Management,,Onboarded,Closed,College/University,West,Goa,North Goa,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Aadesh Kumar,Not Received,MBA/PGDM,Client,CPA,Application,API,100,200,LSQ,Received,Goa Institute of Management,Realtime,UnMask,https://admissions.gim.ac.in/?utm_source=kollege&utm_medium=cpa&utm_campaign=GIM2026-28,,6500,700,,14-Oct-2025,14-Oct-2025,16-Jan-2026,182,No,Stopped,Client LP,https://admissions.gim.ac.in/?utm_source=kollege&utm_medium=cpa&utm_campaign=GIM2026-28,,,No,,250,,,,ca39,cb39,cc39,cm39,cs39,ce39,cw39,cad39,cap39,cv39,,,,,,,
40,12000040,7009020,Koshys Group Of Institution,,Onboarded,Active,College/University,South,Karnataka,Bangalore,Raghav Luthra,Akhil Das,Govind Mahara,Govind Mahara,Anshika Dwivedi,Received,All Courses,Client,CPL,Admission,API,,,NPF 4,NA,,Offline,UnMask,https://forms.kollegeapply.com/KGI2026/,,,,10,14-Oct-2025,17-Oct-2025,,179,Yes,Stopped,KAPP LP,https://forms.kollegeapply.com/KGI2026/,-,,No,30,30,,,,ca40,cb40,cc40,cm40,cs40,ce40,cw40,cad40,cap40,cv40,,No,Lead Stage,,Lead Stage,,
41,12000041,7042774,Mahindra University,,Onboarded,Active,College/University,West,Telangana,Hyderabad,Bhumit Sagathiya,Bhumit Sagathiya,Govind Mahara,Govind Mahara,Surchand Laitonjam,Received,All Courses,Client,CPA,Application,API,25,50,NPF,Received,Mahindra University,Realtime,Mask,https://www.mahindrauniversity.edu.in/sites/apply-now/mba/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,10,,14-Oct-2025,16-Oct-2025,,180,Yes,Stopped,Client LP,https://www.mahindrauniversity.edu.in/sites/apply-now/mba/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,No,10,10,Both (Online/Widget),,,ca41,cb41,cc41,cm41,cs41,ce41,cw41,cad41,cap41,cv41,,Yes,Dashboard,,,,
42,12000042,7018271,Parul University Online,,Onboarded,Active,College/University,West,Gujarat,Vadodara,Bhumit Sagathiya,Mahir,Govind Mahara,Aadesh Kumar,Paras Chaturvedi,Received,All Courses,Client,CPL,Admission,API,,,Client,Received,Parul University Online,Realtime,UnMask,-,,15000,,150,15-Oct-2025,28-Oct-2025,,168,No,Not Running,,-,-,,No,120,100,,2000,,ca42,cb42,cc42,cm42,cs42,ce42,cw42,cad42,cap42,cv42,,,Dashboard,,Dashboard,,
43,12000043,7042673,Karnavati University,,Onboarded,Active,College/University,West,Gujarat,Gandhinagar,Bhumit Sagathiya,Mahir,Govind Mahara,Aadesh Kumar,Paras Chaturvedi,Received,All Courses,Client,CPA,Application,API,,,NPF 6,Received,Karnavati University,Realtime,UnMask,https://form.karnavatiuniversity.edu.in/?utm_source=kollegeapply&utm_medium=textlinka&utm_campaign=12000043,,15000,200,,15-Oct-2025,16-Oct-2025,,180,Yes - Hidden,Running,Client LP,https://form.karnavatiuniversity.edu.in/?utm_source=kollegeapply&utm_medium=textlinka&utm_campaign=12000043,,,Yes,50,50,,,,ca43,cb43,cc43,cm43,cs43,ce43,cw43,cad43,cap43,cv43,,No,Dashboard,,,,
44,12000044,7039479,Unitedworld Institute of Design (UID),,Onboarded,Closed,College/University,West,Gujarat,Gandhinagar,Bhumit Sagathiya,Mahir,Govind Mahara,Aadesh Kumar,Paras Chaturvedi,Received,All Courses,Client,CPA,Application,API,,,NPF 6,Not Received,,Realtime,Mask,https://getcollegenow.com/unitedworld-institute-of-design/,,20000,200,,14-Oct-2025,16-Oct-2025,,180,No,Stopped,KAPP LP,https://getcollegenow.com/unitedworld-institute-of-design/,-,,No,300,0,,,,ca44,cb44,cc44,cm44,cs44,ce44,cw44,cad44,cap44,cv44,,,Offline,,Offline,,
45,12000045,7032533,Bharathidasan Institute of Management,,Onboarded,Closed,College/University,South,Tamil Nadu,Tiruchirappalli,Raghav Luthra,Andrin,Govind Mahara,Govind Mahara,Kannav Kapoor,Received,MBA/ PGP,Client,Branding,Application,API,,,NPF 5,Received,,Realtime,Mask,https://admission.bim.edu/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,25,,16-Oct-2025,16-Oct-2025,,180,Yes,Stopped,Client LP,https://admission.bim.edu/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,,,100,,,,ca45,cb45,cc45,cm45,cs45,ce45,cw45,cad45,cap45,cv45,,,Dashboard,,Dashboard,,
46,12000046,7035931,Delhi School of Business VIPS Campus,P5,Onboarded,Active,College/University,North,Delhi,New Delhi,Karan Juneja,Shubham Rana,Dinesh Singh,Dinesh Singh,Vasudev Sharma,Not Received,PGDM,Client,CPA,Application,API,80,100,NPF 8,Received,Delhi School of Business,Offline,UnMask,https://admissions.dsb.edu.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,70,,15-Oct-2025,15-Oct-2025,,181,Yes - Open,Stopped,Client LP,https://admissions.dsb.edu.in/?utm_source=kollegeapply&utm_medium=kapp01&utm_campaign=2026,,,No,700,1200,Both (Online/API),,,ca46,cb46,cc46,cm46,cs46,ce46,cw46,cad46,cap46,cv46,,,Lead Stage,Payment Approved,,,
47,12000047,7014736,MICA,,Onboarded,Closed,College/University,West,Gujarat,Ahmedabad,Bhumit Sagathiya,Mahir,Govind Mahara,Aadesh Kumar,Paras Chaturvedi,Received,All Courses,Client,CPA,Application,API,,,NPF,Received,,Realtime,Mask,https://forms.kollegeapply.com/MICA2026/,,,2000,,16-Oct-2025,17-Oct-2025,31-Jan-2026,179,Yes - Open,Stopped,Client LP,https://forms.kollegeapply.com/MICA2026/,,,No,,0,,,,ca47,cb47,cc47,cm47,cs47,ce47,cw47,cad47,cap47,cv47,,Yes,Dashboard,,,,
48,12000048,7011849,Loyola Institute of Business Administration,,Onboarded,Closed,College/University,South,Tamil Nadu,Chennai,Raghav Luthra,Andrin,Govind Mahara,Govind Mahara,Kannav Kapoor,Received,PGDM,Client,CPA,Application,API,10,30,LSQ,Not Received,,Realtime,Mask,https://liba.lsqportal.com/home?utm_source=kollege&utm_medium=kapp02&utm_campaign=2026,,,200,,17-Oct-2025,29-Oct-2025,,167,Yes,Stopped,Client LP,https://liba.lsqportal.com/home?utm_source=kollege&utm_medium=kapp02&utm_campaign=2026,,,,,500,,,,ca48,cb48,cc48,cm48,cs48,ce48,cw48,cad48,cap48,cv48,,,Application Status,,Application Status,,
49,12000049,7050125,Alliance University,,Onboarded,Active,College/University,South,Karnataka,Bangalore,Raghav Luthra,Raghav Luthra,Govind Mahara,Govind Mahara,Govind Mahara,Received,MBA,Client,CPL,Application,API,20,30,NPF,Received,,Realtime,Mask,https://apply.alliance.edu.in/undergraduate-application-form-2026?utm_source=kollegeapply&utm_medium=kapp01&utm_campaign=2026,,,105,,17-Oct-2025,17-Oct-2025,,179,Yes - Open,Running,Client LP,https://apply.alliance.edu.in/undergraduate-application-form-2026?utm_source=kollegeapply&utm_medium=kapp01&utm_campaign=2026,,,No,150,100,,,,ca49,cb49,cc49,cm49,cs49,ce49,cw49,cad49,cap49,cv49,,,Dashboard,,Dashboard,,
50,12000050,7014053,Masters Union,P4,Onboarded,Active,College/University,North,Haryana,Gurgaon,Karan Juneja,Satyam Verma,Dinesh Singh,Dinesh Singh,Dinesh Singh,Pending,UG,Client,CPS,Admission,API,5,20,Client,Received,,Realtime,UnMask,"https://mastersunion.org/ug-technology-and-business-management?utm_source=Kollegeapply&utm_medium=bk01&utm_campaign=2026
https://mastersunion.org/ug-psychology-and-marketing?utm_source=Kollegeapply&utm_medium=bk01&utm_campaign=2026
https://mastersunion.org/ug-data-science-and-artificial-intelligence?utm_source=Kollegeapply&utm_medium=bk01&utm_campaign=2026",,,,10,16-Oct-2025,28-Oct-2025,,168,Yes - Hidden,Running,Client LP,,,Not Required,No,100,10,,,23-Feb-2026,ca50,cb50,cc50,cm50,cs50,ce50,cw50,cad50,cap50,cv50,,,,,,,
51,12000051,7051258,IMS UCC Ghaziabad,P4,Onboarded,Active,College/University,North,Uttar Pradesh,Ghaziabad,Karan Juneja,Shubham Rana,Dinesh Singh,Dinesh Singh,Vasudev Sharma,Will be received,"MIB,BBA,BCA,BJMC,Bsc Microbiology/Biotechnology,Msc.Biotechnology",Client,CPL,Admission,API,30,40,NPF,Received,"IMS Ghaziabad, University Courses Campus",Realtime,Mask,https://www.imsuc.ac.in/lp/mib/?utm_source=kollegeapply&utm_medium=test&utm_campaign=2026,We need to start just MIB Campaign As of Now as UG will start from 15th Feb.,2080,,70,24-Oct-2025,29-Oct-2025,,167,Yes - Hidden,Stopped,Client LP,,,,No,100,300,Both (Widget/API),,,ca51,cb51,cc51,cm51,cs51,ce51,cw51,cad51,cap51,cv51,,,Dashboard,Paid Application,Dashboard,,
52,12000052,,AME CET,,Onboarded,Active,Exam,East,Delhi,New Delhi,Viswajeet Biswal,Rahul Raj,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Will be received,All Courses,Client,CPA,Application,API,-,-,Client,Received,AME CET,Realtime,UnMask,https://www.amecet.in/affiliate.php?mem=21622&amp;brand=amecet&amp;p=apply&amp;source=Others&amp;camptype=affiliates&amp;camp=sms_drip,,10000,500,,24-Oct-2025,24-Nov-2025,,141,Yes - Hidden,Running,KAPP LP,,,,No,300,10,API,,31-Mar-2026,ca52,cb52,cc52,cm52,cs52,ce52,cw52,cad52,cap52,cv52,,,Dashboard,Total Registration,,,
53,12000053,7005793,IQ City United World School of Business,,Onboarded,Active,College/University,West,West Bengal,Kolkata,Bhumit Sagathiya,Mahir,Govind Mahara,Aadesh Kumar,Paras Chaturvedi,Received,All Courses,Client,CPA,Application,API,100,250,NPF 6,Received,IQ City United World School of Business,Realtime,UnMask,https://admissions.uwsbkolkata.com/?utm_source=kollegeapply&utm_medium=banner&utm_campaign=12000043,,10000,50,,27-Oct-2025,27-Oct-2025,,169,No,Not Running,,-,-,,Yes,30,30,,,,ca53,cb53,cc53,cm53,cs53,ce53,cw53,cad53,cap53,cv53,,No,Dashboard,,,,
54,12000054,7051255,ICFAI University,,Onboarded,Active,College/University,West,Telangana,Hyderabad,Bhumit Sagathiya,Bhumit Sagathiya,Govind Mahara,Govind Mahara,Surchand Laitonjam,Received,All Courses,Client,CPS,Admission,API,500,1000,NPF 8,Received,ICFAI University,Realtime,UnMask,https://forms.kollegeapply.com/ICFAI2025/,,,,150,28-Oct-2025,28-Oct-2025,,168,Yes,Stopped,KAPP LP,https://forms.kollegeapply.com/ICFAI2025/,,,Yes,1000,1000,API,,,ca54,cb54,cc54,cm54,cs54,ce54,cw54,cad54,cap54,cv54,,No,Offline,,,,
55,12000055,7050545,MIT Institute of Design,,Onboarded,Active,College/University,West,Maharashtra,Pune,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Aadesh Kumar,Not Received,B.Des/M.Des,Client,CPA,Application,API,100,200,Extraaedge,Received,MIT Institute of Design,Realtime,UnMask,https://forms.kollegeapply.com/MITID2026/,,10000,1000,,25-Oct-2025,31-Oct-2025,15-Mar-2026,165,Yes - Open,Running,Client LP,https://forms.kollegeapply.com/MITID2026/,,,No,,50,,,,ca55,cb55,cc55,cm55,cs55,ce55,cw55,cad55,cap55,cv55,,,,,,,
56,12000056,7051071,Chandigarh University Unnao,,Onboarded,Active,College/University,East,Uttar Pradesh,Lucknow,Viswajeet Biswal,Rahul Raj,Dinesh Singh,Anubha Agrawal,Anubha Agrawal,Will be received,All Courses,Client,CPL,Admission,API,-,-,LSQ,Received,70823-Chandigarh Educational Trust (Regd),Realtime,Mask,https://cucet.cuchd.in/?utm_source=kollege&utm_medium=sms&utm_campaign=2026,,10000,,120,28-Oct-2025,29-Oct-2025,,167,No,Running,Client LP,https://cucet.cuchd.in/?utm_source=kollege&utm_medium=sms&utm_campaign=2026,,,Yes,,50,,1000,15-Feb-2026,ca56,cb56,cc56,cm56,cs56,ce56,cw56,cad56,cap56,cv56,,No,Lead Stage,Priority-CUCET Payment Done,Application Status,Enrolled,
57,12000057,7042373,Chandigarh University Mohali,,Onboarded,Active,College/University,East,Punjab,Mohali,Viswajeet Biswal,Rahul Raj,Dinesh Singh,Anubha Agrawal,Anubha Agrawal,Will be received,All Courses,Client,CPL,Admission,API,-,-,LSQ,Received,70823-Chandigarh Educational Trust (Regd),Realtime,Mask,https://cucet.cuchd.in/?utm_source=kollege&utm_medium=sms&utm_campaign=2026,,50000,,600,28-Oct-2025,29-Oct-2025,,167,No,Running,Client LP,https://cucet.cuchd.in/?utm_source=kollege&utm_medium=sms&utm_campaign=2026,,,Yes,,50,,1000,31-March-2026,ca57,cb57,cc57,cm57,cs57,ce57,cw57,cad57,cap57,cv57,,No,Lead Stage,Priority-CUCET Payment Done,Application Status,Enrolled,-All leads got duplicated
58,12000058,7034180,CGC University Mohali,P1,Onboarded,Active,College/University,North,Punjab,Mohali,Karan Juneja,Chandra Prakash,Dinesh Singh,Dinesh Singh,Ishu Gupta,Not Received,All Courses,Client,CPS,Admission,API,50,100,NPF 4,Received,"CGC University, Mohali",Realtime,Mask,https://cgcuet.cgcuniversity.in/?utm_source=kollegeapply&utm_medium=sms_c&utm_campaign=2026,500 monthly mandatory lead requirement on Landing Page of the University.,,900,300,29-Oct-2025,29-Oct-2025,,167,Yes - Hidden,Stopped,Other Domain LP,,,,Yes,150,150,,,14-Feb-2026,ca58,cb58,cc58,cm58,cs58,ce58,cw58,cad58,cap58,cv58,,No,Dashboard,Paid Applications,Dashboard,Enrolment status,
59,12000059,7025055,SDNB Vaishnav College for Women,,Onboarded,Active,College/University,South,Tamil Nadu,Chennai,Raghav Luthra,Andrin,Govind Mahara,Govind Mahara,Anshika Dwivedi,Received,"BBA., BCA, B.Com. B.Sc, B.Voc, MSW, M.Com., M.Sc, M.A., M.B.A.",Client,CPL,Admission,API,10,30,NPF 4,Not Received,,Realtime,Mask,https://admissions.sdnbvc.edu.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,,25,29-Oct-2025,24-Nov-2025,,141,Yes,Running,Client LP,https://admissions.sdnbvc.edu.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,-,,No,40,40,,,,ca59,cb59,cc59,cm59,cs59,ce59,cw59,cad59,cap59,cv59,,No,Lead Stage,Joined in SDNBVC,Lead Stage,Joined in SDNBVC,
60,12000060,7042617,Jain University,,Onboarded,Active,College/University,South,Karnataka,Bangalore,Raghav Luthra,Raghav Luthra,Govind Mahara,Govind Mahara,Govind Mahara,Received,"BBA LLB , BA LLB, LLB , LLM",Client,CPA,Application,API,30,50,LSQ,Received,Jain University,Realtime,Mask,https://www.jainuniversity.ac.in/law-admission-2026/?utm_source=kollege&utm_medium=bz01&utm_campaign=2026,,,80,,31-Oct-2025,7-Nov-2025,,158,Yes - Open,Running,Client LP,https://www.jainuniversity.ac.in/law-admission-2026/?utm_source=kollege&utm_medium=bz01&utm_campaign=2026,-,,Yes,3000,1000,,,,ca60,cb60,cc60,cm60,cs60,ce60,cw60,cad60,cap60,cv60,,,Lead Stage,,Lead Stage,,
61,12000061,7050185,ISME,,Onboarded,Active,College/University,South,Karnataka,Bangalore,Raghav Luthra,Raghav Luthra,Govind Mahara,Govind Mahara,Anshika Dwivedi,Received,PGDM,Client,CPL,Application,API,10,15,NPF,Received,,Realtime,Mask,https://isme.in/pgdm/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,1000,32,,31-Oct-2025,1-Nov-2025,,164,Yes,Running,Client LP,https://www.jainuniversity.ac.in/law-admission-2026/?utm_source=kollege&utm_medium=bz01&utm_campaign=2026,-,,No,10,10,,,,ca61,cb61,cc61,cm61,cs61,ce61,cw61,cad61,cap61,cv61,,No,Dashboard,,Dashboard,,
62,12000062,7050130,Shoolini University,P2,Onboarded,Active,College/University,North,Himachal Pradesh,Solan,Karan Juneja,Chandra Prakash,Dinesh Singh,Dinesh Singh,Ishu Gupta,Pending,All Courses,Client,CPA,Application,API,20,30,NPF,Received,Shoolini University,Realtime,Mask,https://shooliniuniversity.com/apply?utm_source=kollegeapply&utm_medium=sms_c&utm_campaign=2026,,,250,,31-Oct-2025,31-Oct-2025,,165,Yes - Hidden,Stopped,Other Domain LP,,,,Yes,250,250,,,,ca62,cb62,cc62,cm62,cs62,ce62,cw62,cad62,cap62,cv62,,Yes,Dashboard,Paid Applications,,,
63,12000063,7043278,Vivekananda Global University CTPL,Ultra P1,Onboarded,Active,College/University,North,Rajasthan,Jaipur,Karan Juneja,Chandra Prakash,Dinesh Singh,Dinesh Singh,Ishu Gupta,Pending,All Courses,Client,CPS,Admission,API,100,200,Client,Received,,Realtime,Mask,,,,450,225,3-Nov-2025,3-Nov-2025,,162,Yes - Open,Stopped,Client LP,https://forms.vgu.ac.in/?CampaignSource=Kollegeapply&CampaignName=Kollegeapply,,,No,10000,3000,,,,ca63,cb63,cc63,cm63,cs63,ce63,cw63,cad63,cap63,cv63,,,Lead Stage,Paid,Lead Stage,Admission,"0 backlog , as data is coming we are pushing on daily basis"
64,12000064,7042372,Chanakya University,,Onboarded,Active,College/University,South,Karnataka,Bangalore,Raghav Luthra,Roshan Das,Govind Mahara,Govind Mahara,Kannav Kapoor,Will be received,All Course,Client,CPA,Application,API,100,300,NPF 8,Received,,Realtime,Mask,https://admissions.chanakyauniversity.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,300,,5-Nov-2025,6-Nov-2025,,159,Yes,Running,Client LP,https://admissions.chanakyauniversity.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,,,500,,,,ca64,cb64,cc64,cm64,cs64,ce64,cw64,cad64,cap64,cv64,,,Dashboard,,Dashboard,,
65,12000065,7050099,ISB&M Pune,,Onboarded,Active,College/University,West,Maharashtra,Pune,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Kartik,Will be received,MBA/PGDM,Client,Branding,Admission,Google Sheet,20,50,Google Sheet,NA,-,Offline,UnMask,https://lp.kollegeapply.com/ISBM2026/,,500,50,,6-Nov-2025,11-Nov-2025,10-Mar-2026,154,Yes - Open,Running,KAPP LP,https://lp.kollegeapply.com/ISBM2026/,,,No,7,7,,,,ca65,cb65,cc65,cm65,cs65,ce65,cw65,cad65,cap65,cv65,,No,,,,,
66,12000066,7042467,Dayananda Sagar University,,Onboarded,Active,College/University,South,Karnataka,Bangalore,Raghav Luthra,Raghav Luthra,Govind Mahara,Govind Mahara,Kannav Kapoor,Received,"Btech, MBA, Other Courses - BBA LLB, BA LLB, LLB, BCA, B.Com, B.Sc Biological Sciences, B.Sc Data Science, B.Sc Allied Health Science, B.Pharm, BPT, B.Design, BA (JMC), M.Tech, MCA, M.Sc Biological Sciences, M.Sc Data Science)",Client,CPA,Application,API,25,60,LSQ,Received,,Realtime,Mask,https://forms.kollegeapply.com/DSU2026/,,,760,,6-Nov-2025,7-Nov-2025,,158,Yes,Stopped,KAPP LP,https://forms.kollegeapply.com/DSU2026/,,,,,500,,,,ca66,cb66,cc66,cm66,cs66,ce66,cw66,cad66,cap66,cv66,,,Dashboard,,Dashboard,,
67,12000067,7050306,Asian Business School,,Onboarded,Active,College/University,North,Uttar Pradesh,Noida,Karan Juneja,Satyam Verma,Dinesh Singh,Dinesh Singh,Vasudev Sharma,Pending - Advance Payment,PGDM,Client,CPL,Admission,API,20,30,LSQ,Received,34056-Asian Education Group,,Mask,,,,,5,18-Dec-2025,24-Dec-2025,,111,Yes - Hidden,Not Running,KAPP LP,,,,No,70,70,,,,ca67,cb67,cc67,cm67,cs67,ce67,cw67,cad67,cap67,cv67,,,Lead Stage,"Application form fee paid, Registration",Lead Stage,ADM,
68,12000068,7021545,RCM Bhubaneswar,,Onboarded,Active,College/University,East,Odisha,Bhubaneswar,Viswajeet Biswal,Abhitosh Das,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Received,All Courses,Client,CPA,Application,API,50,500,Salesforce,Received,RCM Regional College of Management,Realtime,Mask,https://rcm.ac.in/admissions/,,15000,100,,10-Nov-2025,16-Dec-2025,,119,Yes - Open,Stopped,Client LP,,,,No,,100,API,,,ca68,cb68,cc68,cm68,cs68,ce68,cw68,cad68,cap68,cv68,,,Lead Stage,status - seat booked + registration fee paid,,,
69,12000069,7050830,Pune Business School,,Onboarded,Active,College/University,West,Maharashtra,Pune,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Kartik,Not Received,PGDM/PGDM Agri Business Management,Client,CPL,Application,API,20,50,Extraaedge,Received,PCET,Realtime,Mask,https://lp.kollegeapply.com/PBS2026/?utm_source=kapp_lp&utm_medium=textlinkb&utm_campaign=12000069,,1000,50,,10-Nov-2025,11-Nov-2025,,154,No,Not Running,,https://lp.kollegeapply.com/PBS2026/?utm_source=kapp_lp&utm_medium=textlinkb&utm_campaign=12000069,,,,,20,,,,ca69,cb69,cc69,cm69,cs69,ce69,cw69,cad69,cap69,cv69,,No,,,,,
70,12000070,7043008,Sandip University,,Onboarded,Active,College/University,West,Maharashtra,Nashik,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Kartik,Not Received,All Courses,Client,CPS,Admission,API,200,300,Client,Received,Sandip University,Realtime,UnMask,https://forms.kollegeapply.com/Sandip2026/,,100000,,300,10-Nov-2025,12-Nov-2025,,153,,Stopped,Client LP,https://forms.kollegeapply.com/Sandip2026/,,,,,200,,,,ca70,cb70,cc70,cm70,cs70,ce70,cw70,cad70,cap70,cv70,,No,,,,,
71,12000071,7051126,ZEE DSU,Ultra P1,Onboarded,Active,College/University,North,Karnataka,Bangalore,Karan Juneja,Karan Juneja,Dinesh Singh,Dinesh Singh,Dinesh Singh,Not Received,All Courses,Client,CPL,Leads,API,,,LSQ,Received,,Realtime,Mask,"https://dsu.edu.in/btech/?utm_source=zeedigital&utm_medium=banner&utm_campaign=Dayan2026
https://dsu.edu.in/mba/?utm_source=zeedigital&utm_medium=banner&utm_campaign=Dayan2026",,36000,2546,,27-Jan-2026,11-Nov-2025,,154,Yes - Open,Running,KAPP LP,,,Not Required,Yes,15000,15000,,,,ca71,cb71,cc71,cm71,cs71,ce71,cw71,cad71,cap71,cv71,,Yes,,,,,
72,12000072,7050107,IMIS Bhubaneswar,,Onboarded,Active,College/University,East,Odisha,Bhubaneswar,Viswajeet Biswal,Abhitosh Das,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Received,PGDM,Client,CPL,Admission,API,5,10,Client,Received,IMIS,Offline,UnMask,-,,750,,4,11-Nov-2025,11-Nov-2025,,154,Yes - Open,Stopped,KAPP LP,https://lp.kollegeapply.com/IMIS2026/,,,No,20,30,,,,ca72,cb72,cc72,cm72,cs72,ce72,cw72,cad72,cap72,cv72,,,Dashboard,GD/PI Done,,,
73,12000073,7050097,JIMS Kalkaji,,Onboarded,Active,College/University,North,Delhi,New Delhi,Karan Juneja,Satyam Verma,Dinesh Singh,Dinesh Singh,Vasudev Sharma,Received - Advance Payment,PGDM,Client,CPA,Application,API,50,60,NPF,Received,"JIMS, Kalkaji",Realtime,Mask,https://www.jagannath.org/admissions/?utm_source=kollegeapply&utm_medium=banner&utm_campaign=2026,,,50,,11-Nov-2025,11-Nov-2025,,154,Yes - Hidden,Not Running,Client LP,https://www.jagannath.org/admissions/index.html?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,Yes,50,50,Both (Widget/API),,,ca73,cb73,cc73,cm73,cs73,ce73,cw73,cad73,cap73,cv73,,No,Dashboard,Paid Application,,,0 backlog from delhi
74,12000074,7050726,Gnanam School of Business,,Onboarded,Active,College/University,South,Tamil Nadu,Thanjavur,Raghav Luthra,Andrin,Govind Mahara,Govind Mahara,Kannav Kapoor,Received,MBA,Client,CPL,Admission,API,10,10,NPF 6,Received,,Realtime,UnMask,https://mba.gsb.ac.in/?utm_source=kollegeapply&utm_medium=kapp01&utm_campaign=2026,,,,10,10-Nov-2025,20-Nov-2025,,145,Yes,Running,Client LP,https://mba.gsb.ac.in/?utm_source=kollegeapply&utm_medium=kapp01&utm_campaign=2026,-,,Yes,50,100,Online,,,ca74,cb74,cc74,cm74,cs74,ce74,cw74,cad74,cap74,cv74,,,Dashboard,,Dashboard,,
75,12000075,7050808,Rajalakshmi Institute of Technology,,Onboarded,Active,College/University,South,Tamil Nadu,Chennai,Raghav Luthra,Andrin,Govind Mahara,Govind Mahara,Kannav Kapoor,Received,"B.Tech, M.Tech",Client,CPS,Admission,API,50,50,NPF 8,Received,,Realtime,UnMask,https://apply.ritchennai.org/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,,40,10-Nov-2025,13-Nov-2025,,152,Yes,Running,Client LP,https://apply.ritchennai.org/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,,,80,,,,ca75,cb75,cc75,cm75,cs75,ce75,cw75,cad75,cap75,cv75,,,Lead Stage,,Lead Stage,,
